Attacker,Defender,AttackType,TotalAttacks,Hits,Misses,Dodges,Criticals,HitRate,DodgeRate,CritRate,TotalDamage,AvgDmgPerAttack,AvgDmgPerHit,TotalKills,BattlesSampled
Orc Warrior,Skeleton Archer,Regular,15,10,0,2,3,0.867,0.133,0.200,290,19.33,22.31,10,3
Orc Warrior,Skeleton Archer,Counterattack,8,7,0,0,1,1.000,0.000,0.125,74,9.25,9.25,0,2
Orc Warrior,Sorcerer,Regular,18,13,0,3,2,0.833,0.167,0.111,246,13.67,16.40,4,2
Orc Warrior,Sorcerer,Counterattack,21,16,1,1,3,0.905,0.048,0.143,88,4.19,4.63,1,3
Orc Warrior,Spearman,Regular,29,22,0,3,4,0.897,0.103,0.138,253,8.72,9.73,2,2
Orc Warrior,Spearman,Counterattack,26,11,13,0,2,0.500,0.000,0.077,13,0.50,1.00,0,2
Orc Warrior,Swordsman,Regular,51,42,0,2,7,0.961,0.039,0.137,566,11.10,11.55,8,4
Orc Warrior,Swordsman,Counterattack,51,33,7,5,6,0.765,0.098,0.118,57,1.12,1.46,2,4
Orc Warrior,Warlock,Regular,18,18,0,0,0,1.000,0.000,0.000,244,13.56,13.56,4,3
Orc Warrior,Warlock,Counterattack,17,14,0,1,2,0.941,0.059,0.118,53,3.12,3.31,1,3
Orc Warrior,Warrior,Regular,22,16,0,3,3,0.864,0.136,0.136,164,7.45,8.63,3,2
Orc Warrior,Warrior,Counterattack,22,13,7,2,0,0.591,0.091,0.000,13,0.59,1.00,2,2
Orc Warrior,Wizard,Regular,18,14,0,3,1,0.833,0.167,0.056,233,12.94,15.53,4,3
Orc Warrior,Wizard,Counterattack,20,11,5,2,2,0.650,0.100,0.100,67,3.35,5.15,3,3
Paladin,Archer,Regular,65,49,0,12,4,0.815,0.185,0.062,805,12.38,15.19,4,21
Paladin,Archer,Counterattack,47,28,10,2,7,0.745,0.043,0.149,188,4.00,5.37,3,20
Paladin,Assassin,Regular,28,20,0,2,6,0.929,0.071,0.214,438,15.64,16.85,2,12
Paladin,Assassin,Counterattack,22,12,6,3,1,0.591,0.136,0.045,63,2.86,4.85,0,9
Paladin,Battle Mage,Regular,42,36,0,4,2,0.905,0.095,0.048,375,8.93,9.87,8,5
Paladin,Battle Mage,Counterattack,48,25,15,4,4,0.604,0.083,0.083,46,0.96,1.59,1,6
Paladin,Cleric,Regular,22,20,0,0,2,1.000,0.000,0.091,260,11.82,11.82,5,5
Paladin,Cleric,Counterattack,17,9,5,0,3,0.706,0.000,0.176,30,1.76,2.50,0,3
Paladin,Crossbowman,Regular,40,32,0,3,5,0.925,0.075,0.125,388,9.70,10.49,9,9
Paladin,Crossbowman,Counterattack,47,24,9,9,5,0.617,0.191,0.106,42,0.89,1.45,1,10
Paladin,Fighter,Regular,70,54,0,8,8,0.886,0.114,0.114,238,3.40,3.84,3,14
Paladin,Fighter,Counterattack,55,32,13,5,5,0.673,0.091,0.091,37,0.67,1.00,0,19
Paladin,Goblin Raider,Regular,46,33,0,8,5,0.826,0.174,0.109,598,13.00,15.74,12,13
Paladin,Goblin Raider,Counterattack,78,45,11,10,12,0.731,0.128,0.154,308,3.95,5.40,3,12
Paladin,Knight,Regular,125,112,0,3,10,0.976,0.024,0.080,234,1.87,1.92,0,23
Paladin,Knight,Counterattack,87,50,20,6,11,0.701,0.069,0.126,61,0.70,1.00,0,23
Paladin,Mage,Regular,41,37,0,1,3,0.976,0.024,0.073,430,10.49,10.75,10,11
Paladin,Mage,Counterattack,28,19,6,1,2,0.750,0.036,0.071,29,1.04,1.38,0,5
Paladin,Marksman,Regular,30,19,0,7,4,0.767,0.233,0.133,397,13.23,17.26,7,12
Paladin,Marksman,Counterattack,27,12,8,3,4,0.593,0.111,0.148,106,3.93,6.62,1,11
Paladin,Ogre,Regular,50,41,0,4,5,0.920,0.080,0.100,76,1.52,1.65,1,2
Paladin,Ogre,Counterattack,49,36,5,3,5,0.837,0.061,0.102,41,0.84,1.00,1,3
Paladin,Orc Warrior,Regular,76,58,0,9,9,0.882,0.118,0.118,200,2.63,2.99,1,3
Paladin,Orc Warrior,Counterattack,70,51,15,1,3,0.771,0.014,0.043,54,0.77,1.00,2,2
Paladin,Paladin,Regular,87,76,0,6,5,0.931,0.069,0.057,180,2.07,2.22,3,21
Paladin,Paladin,Counterattack,74,56,11,1,6,0.838,0.014,0.081,62,0.84,1.00,1,20
Paladin,Priest,Regular,29,24,0,1,4,0.966,0.034,0.138,432,14.90,15.43,15,7
Paladin,Priest,Counterattack,53,30,12,2,9,0.736,0.038,0.170,186,3.51,4.77,1,9
Paladin,Ranger,Regular,30,20,0,5,5,0.833,0.167,0.167,320,10.67,12.80,6,5
Paladin,Ranger,Counterattack,34,22,4,8,0,0.647,0.235,0.000,30,0.88,1.36,0,4
Paladin,Rogue,Regular,20,15,0,4,1,0.800,0.200,0.050,212,10.60,13.25,6,2
Paladin,Rogue,Counterattack,16,4,8,3,1,0.312,0.188,0.062,15,0.94,3.00,0,4
Paladin,Scout,Regular,25,17,0,4,4,0.840,0.160,0.160,337,13.48,16.05,7,4
Paladin,Scout,Counterattack,21,14,3,3,1,0.714,0.143,0.048,66,3.14,4.40,0,2
Paladin,Skeleton Archer,Regular,19,13,0,3,3,0.842,0.158,0.158,312,16.42,19.50,8,5
Paladin,Skeleton Archer,Counterattack,12,9,1,0,2,0.917,0.000,0.167,93,7.75,8.45,2,3
Paladin,Sorcerer,Regular,73,59,0,7,7,0.904,0.096,0.096,924,12.66,14.00,27,13
Paladin,Sorcerer,Counterattack,116,74,26,4,12,0.741,0.034,0.103,294,2.53,3.42,0,10
Paladin,Spearman,Regular,39,25,0,9,5,0.769,0.231,0.128,218,5.59,7.27,2,6
Paladin,Spearman,Counterattack,54,31,13,5,5,0.667,0.093,0.093,40,0.74,1.11,0,11
Paladin,Swordsman,Regular,73,58,0,10,5,0.863,0.137,0.068,563,7.71,8.94,4,24
Paladin,Swordsman,Counterattack,57,31,10,11,5,0.632,0.193,0.088,44,0.77,1.22,1,24
Paladin,Warlock,Regular,38,30,0,2,6,0.947,0.053,0.158,472,12.42,13.11,8,10
Paladin,Warlock,Counterattack,49,33,11,1,4,0.755,0.020,0.082,73,1.49,1.97,1,10
Paladin,Warrior,Regular,52,42,0,3,7,0.942,0.058,0.135,301,5.79,6.14,3,17
Paladin,Warrior,Counterattack,55,35,14,4,2,0.673,0.073,0.036,37,0.67,1.00,1,13
Paladin,Wizard,Regular,29,25,0,3,1,0.897,0.103,0.034,342,11.79,13.15,8,8
Paladin,Wizard,Counterattack,29,21,7,1,0,0.724,0.034,0.000,54,1.86,2.57,1,9
Priest,Archer,Regular,12,10,0,1,1,0.917,0.083,0.083,324,27.00,29.45,1,2
Priest,Assassin,Regular,9,4,0,3,2,0.667,0.333,0.222,200,22.22,33.33,2,4
Priest,Assassin,Counterattack,4,1,2,0,1,0.500,0.000,0.250,30,7.50,15.00,2,3
Priest,Battle Mage,Regular,8,7,0,1,0,0.875,0.125,0.000,141,17.62,20.14,0,2
Priest,Battle Mage,Counterattack,2,1,1,0,0,0.500,0.000,0.000,6,3.00,6.00,0,1
Priest,Cleric,Regular,9,7,0,1,1,0.889,0.111,0.111,169,18.78,21.12,1,2
Priest,Cleric,Counterattack,4,3,1,0,0,0.750,0.000,0.000,13,3.25,4.33,1,1
Priest,Crossbowman,Regular,11,10,0,1,0,0.909,0.091,0.000,280,25.45,28.00,10,3
Priest,Crossbowman,Counterattack,10,8,1,0,1,0.900,0.000,0.100,107,10.70,11.89,0,2
Priest,Fighter,Regular,10,10,0,0,0,1.000,0.000,0.000,252,25.20,25.20,0,4
Priest,Fighter,Counterattack,2,1,1,0,0,0.500,0.000,0.000,11,5.50,11.00,0,1
Priest,Goblin Raider,Regular,8,7,0,0,1,1.000,0.000,0.125,240,30.00,30.00,8,2
Priest,Goblin Raider,Counterattack,8,6,1,0,1,0.875,0.000,0.125,85,10.62,12.14,0,2
Priest,Knight,Regular,10,9,0,1,0,0.900,0.100,0.000,192,19.20,21.33,1,2
Priest,Knight,Counterattack,5,3,0,1,1,0.800,0.200,0.200,44,8.80,11.00,1,1
Priest,Mage,Regular,13,11,0,1,1,0.923,0.077,0.077,264,20.31,22.00,0,3
Priest,Mage,Counterattack,2,2,0,0,0,1.000,0.000,0.000,10,5.00,5.00,0,1
Priest,Marksman,Regular,17,11,0,4,2,0.765,0.235,0.118,396,23.29,30.46,5,6
Priest,Marksman,Counterattack,4,2,1,1,0,0.500,0.250,0.000,22,5.50,11.00,0,4
Priest,Ogre,Regular,3,3,0,0,0,1.000,0.000,0.000,84,28.00,28.00,0,1
Priest,Orc Warrior,Regular,12,10,0,0,2,1.000,0.000,0.167,276,23.00,23.00,0,2
Priest,Paladin,Regular,12,7,0,0,5,1.000,0.000,0.417,318,26.50,26.50,4,3
Priest,Paladin,Counterattack,5,5,0,0,0,1.000,0.000,0.000,29,5.80,5.80,0,1
Priest,Ranger,Regular,12,8,0,1,3,0.917,0.083,0.250,298,24.83,27.09,5,2
Priest,Ranger,Counterattack,6,3,2,1,0,0.500,0.167,0.000,25,4.17,8.33,0,1
Priest,Rogue,Regular,8,5,0,2,1,0.750,0.250,0.125,184,23.00,30.67,2,2
Priest,Rogue,Counterattack,4,1,2,0,1,0.500,0.000,0.250,30,7.50,15.00,1,2
Priest,Scout,Regular,12,10,0,1,1,0.917,0.083,0.083,307,25.58,27.91,6,2
Priest,Scout,Counterattack,6,6,0,0,0,1.000,0.000,0.000,60,10.00,10.00,0,1
Priest,Skeleton Archer,Regular,8,5,0,1,2,0.875,0.125,0.250,200,25.00,28.57,7,2
Priest,Skeleton Archer,Counterattack,8,5,1,0,2,0.875,0.000,0.250,65,8.12,9.29,0,2
Priest,Sorcerer,Regular,15,11,0,4,0,0.733,0.267,0.000,231,15.40,21.00,2,5
Priest,Sorcerer,Counterattack,9,6,0,1,2,0.889,0.111,0.222,48,5.33,6.00,0,3
Priest,Spearman,Regular,10,8,0,2,0,0.800,0.200,0.000,179,17.90,22.38,1,2
Priest,Spearman,Counterattack,4,4,0,0,0,1.000,0.000,0.000,36,9.00,9.00,0,1
Priest,Swordsman,Regular,17,11,0,2,4,0.882,0.118,0.235,484,28.47,32.27,6,7
Priest,Swordsman,Counterattack,3,2,1,0,0,0.667,0.000,0.000,22,7.33,11.00,0,2
Priest,Warlock,Regular,15,11,0,2,2,0.867,0.133,0.133,318,21.20,24.46,4,5
Priest,Warlock,Counterattack,13,6,6,1,0,0.462,0.077,0.000,30,2.31,5.00,0,3
Priest,Warrior,Regular,12,9,0,2,1,0.833,0.167,0.083,273,22.75,27.30,4,6
Priest,Warrior,Counterattack,10,7,1,1,1,0.800,0.100,0.100,96,9.60,12.00,1,3
Priest,Wizard,Regular,34,26,0,4,4,0.882,0.118,0.118,694,20.41,23.13,11,12
Priest,Wizard,Counterattack,13,9,4,0,0,0.692,0.000,0.000,36,2.77,4.00,0,5
Ranger,Archer,Regular,10,6,0,0,4,1.000,0.000,0.400,160,16.00,16.00,3,3
Ranger,Archer,Counterattack,3,1,0,1,1,0.667,0.333,0.333,8,2.67,4.00,0,1
Ranger,Assassin,Regular,6,3,0,1,2,0.833,0.167,0.333,92,15.33,18.40,0,2
Ranger,Assassin,Counterattack,3,2,1,0,0,0.667,0.000,0.000,4,1.33,2.00,0,1
Ranger,Battle Mage,Regular,9,5,0,0,4,1.000,0.000,0.444,81,9.00,9.00,0,2
Ranger,Battle Mage,Counterattack,3,2,0,0,1,1.000,0.000,0.333,3,1.00,1.00,0,1
Ranger,Cleric,Regular,12,9,0,0,3,1.000,0.000,0.250,80,6.67,6.67,2,3
Ranger,Cleric,Counterattack,9,6,2,0,1,0.778,0.000,0.111,7,0.78,1.00,0,3
Ranger,Crossbowman,Regular,6,3,0,0,3,1.000,0.000,0.500,118,19.67,19.67,0,2
Ranger,Crossbowman,Counterattack,5,2,3,0,0,0.400,0.000,0.000,4,0.80,2.00,1,1
Ranger,Fighter,Regular,10,6,0,0,4,1.000,0.000,0.400,129,12.90,12.90,1,3
Ranger,Fighter,Counterattack,5,3,1,0,1,0.800,0.000,0.200,20,4.00,5.00,0,2
Ranger,Goblin Raider,Regular,8,7,0,0,1,1.000,0.000,0.125,119,14.88,14.88,2,2
Ranger,Goblin Raider,Counterattack,2,0,1,1,0,0.000,0.500,0.000,0,0.00,0.00,0,1
Ranger,Knight,Regular,20,10,0,2,8,0.900,0.100,0.400,250,12.50,13.89,5,8
Ranger,Knight,Counterattack,11,4,4,0,3,0.636,0.000,0.273,26,2.36,3.71,0,5
Ranger,Mage,Regular,18,15,0,0,3,1.000,0.000,0.167,127,7.06,7.06,1,4
Ranger,Mage,Counterattack,13,5,4,1,3,0.615,0.077,0.231,13,1.00,1.62,0,3
Ranger,Marksman,Regular,9,9,0,0,0,1.000,0.000,0.000,133,14.78,14.78,1,4
Ranger,Marksman,Counterattack,8,2,1,3,2,0.500,0.375,0.250,28,3.50,7.00,0,4
Ranger,Ogre,Regular,12,9,0,1,2,0.917,0.083,0.167,142,11.83,12.91,1,4
Ranger,Ogre,Counterattack,10,5,3,0,2,0.700,0.000,0.200,44,4.40,6.29,0,4
Ranger,Orc Warrior,Regular,15,8,0,3,4,0.800,0.200,0.267,148,9.87,12.33,1,2
Ranger,Orc Warrior,Counterattack,16,9,3,2,2,0.688,0.125,0.125,42,2.62,3.82,0,3
Ranger,Paladin,Regular,15,9,0,1,5,0.933,0.067,0.333,97,6.47,6.93,1,2
Ranger,Paladin,Counterattack,9,4,0,2,3,0.778,0.222,0.333,11,1.22,1.57,0,2
Ranger,Priest,Regular,10,6,0,1,3,0.900,0.100,0.300,69,6.90,7.67,2,2
Ranger,Priest,Counterattack,7,4,2,0,1,0.714,0.000,0.143,5,0.71,1.00,0,2
Ranger,Ranger,Regular,4,2,0,2,0,0.500,0.500,0.000,30,7.50,15.00,0,1
Ranger,Ranger,Counterattack,4,0,3,1,0,0.000,0.250,0.000,0,0.00,0.00,0,1
Ranger,Rogue,Regular,6,3,0,0,3,1.000,0.000,0.500,118,19.67,19.67,0,2
Ranger,Scout,Regular,8,7,0,0,1,1.000,0.000,0.125,113,14.12,14.12,0,4
Ranger,Scout,Counterattack,4,2,1,1,0,0.500,0.250,0.000,2,0.50,1.00,2,2
Ranger,Skeleton Archer,Regular,7,5,0,0,2,1.000,0.000,0.286,83,11.86,11.86,2,3
Ranger,Skeleton Archer,Counterattack,3,3,0,0,0,1.000,0.000,0.000,7,2.33,2.33,0,2
Ranger,Sorcerer,Regular,16,13,0,1,2,0.938,0.062,0.125,86,5.38,5.73,2,4
Ranger,Sorcerer,Counterattack,12,5,3,0,4,0.750,0.000,0.333,24,2.00,2.67,0,2
Ranger,Spearman,Regular,5,4,0,0,1,1.000,0.000,0.200,61,12.20,12.20,0,2
Ranger,Spearman,Counterattack,2,1,1,0,0,0.500,0.000,0.000,1,0.50,1.00,0,1
Ranger,Swordsman,Regular,5,3,0,1,1,0.800,0.200,0.200,79,15.80,19.75,0,2
Ranger,Swordsman,Counterattack,2,2,0,0,0,1.000,0.000,0.000,4,2.00,2.00,0,1
Ranger,Warlock,Regular,15,13,0,1,1,0.933,0.067,0.067,108,7.20,7.71,1,3
Ranger,Warlock,Counterattack,14,8,1,4,1,0.643,0.286,0.071,9,0.64,1.00,0,3
Ranger,Warrior,Regular,17,12,0,1,4,0.941,0.059,0.235,236,13.88,14.75,1,8
Ranger,Warrior,Counterattack,9,7,0,1,1,0.889,0.111,0.111,28,3.11,3.50,0,5
Ranger,Wizard,Regular,14,10,0,2,2,0.857,0.143,0.143,95,6.79,7.92,1,4
Ranger,Wizard,Counterattack,7,5,1,0,1,0.857,0.000,0.143,6,0.86,1.00,1,2
Rogue,Archer,Regular,18,11,0,3,4,0.833,0.167,0.222,292,16.22,19.47,2,2
Rogue,Archer,Counterattack,11,5,2,0,4,0.818,0.000,0.364,66,6.00,7.33,1,2
Rogue,Assassin,Regular,13,9,0,3,1,0.769,0.231,0.077,179,13.77,17.90,1,3
Rogue,Assassin,Counterattack,4,0,0,1,3,0.750,0.250,0.750,32,8.00,10.67,2,3
Rogue,Battle Mage,Regular,12,6,0,3,3,0.750,0.250,0.250,115,9.58,12.78,0,2
Rogue,Battle Mage,Counterattack,12,6,4,1,1,0.583,0.083,0.083,11,0.92,1.57,0,2
Rogue,Cleric,Regular,21,14,0,1,6,0.952,0.048,0.286,262,12.48,13.10,2,2
Rogue,Cleric,Counterattack,4,0,2,0,2,0.500,0.000,0.500,10,2.50,5.00,1,2
Rogue,Crossbowman,Regular,21,11,0,2,8,0.905,0.095,0.381,302,14.38,15.89,3,2
Rogue,Crossbowman,Counterattack,6,3,2,1,0,0.500,0.167,0.000,5,0.83,1.67,0,2
Rogue,Fighter,Regular,24,16,0,1,7,0.958,0.042,0.292,144,6.00,6.26,0,4
Rogue,Fighter,Counterattack,5,3,1,0,1,0.800,0.000,0.200,4,0.80,1.00,0,3
Rogue,Goblin Raider,Regular,21,12,0,5,4,0.762,0.238,0.190,307,14.62,19.19,2,2
Rogue,Goblin Raider,Counterattack,6,2,2,0,2,0.667,0.000,0.333,32,5.33,8.00,2,2
Rogue,Knight,Regular,67,37,0,9,21,0.866,0.134,0.313,248,3.70,4.28,2,6
Rogue,Knight,Counterattack,37,23,6,0,8,0.838,0.000,0.216,31,0.84,1.00,0,6
Rogue,Mage,Regular,27,19,0,3,5,0.889,0.111,0.185,307,11.37,12.79,7,2
Rogue,Mage,Counterattack,18,10,2,0,6,0.889,0.000,0.333,44,2.44,2.75,0,2
Rogue,Marksman,Regular,19,12,0,2,5,0.895,0.105,0.263,351,18.47,20.65,4,3
Rogue,Marksman,Counterattack,9,5,2,1,1,0.667,0.111,0.111,47,5.22,7.83,0,1
Rogue,Ogre,Regular,24,13,0,0,11,1.000,0.000,0.458,148,6.17,6.17,1,4
Rogue,Ogre,Counterattack,21,14,3,1,3,0.810,0.048,0.143,17,0.81,1.00,0,4
Rogue,Orc Warrior,Regular,39,29,0,2,8,0.949,0.051,0.205,131,3.36,3.54,0,2
Rogue,Orc Warrior,Counterattack,30,14,5,3,8,0.733,0.100,0.267,22,0.73,1.00,0,2
Rogue,Paladin,Regular,43,26,0,3,14,0.930,0.070,0.326,247,5.74,6.17,3,6
Rogue,Paladin,Counterattack,37,23,9,3,2,0.676,0.081,0.054,25,0.68,1.00,0,5
Rogue,Priest,Regular,17,12,0,1,4,0.941,0.059,0.235,227,13.35,14.19,1,2
Rogue,Priest,Counterattack,11,6,2,2,1,0.636,0.182,0.091,35,3.18,5.00,3,2
Rogue,Ranger,Regular,16,10,0,4,2,0.750,0.250,0.125,159,9.94,13.25,2,2
Rogue,Ranger,Counterattack,20,10,0,1,9,0.950,0.050,0.450,73,3.65,3.84,1,2
Rogue,Scout,Regular,18,14,0,2,2,0.889,0.111,0.111,252,14.00,15.75,0,2
Rogue,Scout,Counterattack,18,6,6,4,2,0.444,0.222,0.111,43,2.39,5.38,0,2
Rogue,Skeleton Archer,Regular,12,7,0,1,4,0.917,0.083,0.333,256,21.33,23.27,1,2
Rogue,Skeleton Archer,Counterattack,5,4,1,0,0,0.800,0.000,0.000,36,7.20,9.00,2,1
Rogue,Sorcerer,Regular,18,12,0,0,6,1.000,0.000,0.333,336,18.67,18.67,0,2
Rogue,Spearman,Regular,6,4,0,1,1,0.833,0.167,0.167,36,6.00,7.20,0,3
Rogue,Spearman,Counterattack,5,2,2,0,1,0.600,0.000,0.200,6,1.20,2.00,0,3
Rogue,Swordsman,Regular,18,12,0,3,3,0.833,0.167,0.167,189,10.50,12.60,0,2
Rogue,Warlock,Regular,18,12,0,1,5,0.944,0.056,0.278,284,15.78,16.71,0,2
Rogue,Warlock,Counterattack,9,6,1,1,1,0.778,0.111,0.111,26,2.89,3.71,0,1
Rogue,Warrior,Regular,26,15,0,3,8,0.885,0.115,0.308,235,9.04,10.22,3,2
Rogue,Warrior,Counterattack,17,8,4,0,5,0.765,0.000,0.294,19,1.12,1.46,0,2
Rogue,Wizard,Regular,20,14,0,1,5,0.950,0.050,0.250,339,16.95,17.84,8,4
Rogue,Wizard,Counterattack,17,13,1,1,2,0.882,0.059,0.118,69,4.06,4.60,0,4
Scout,Archer,Regular,11,7,0,1,3,0.909,0.091,0.273,115,10.45,11.50,0,3
Scout,Archer,Counterattack,7,4,1,0,2,0.857,0.000,0.286,17,2.43,2.83,0,2
Scout,Assassin,Regular,4,2,0,1,1,0.750,0.250,0.250,37,9.25,12.33,0,2
Scout,Assassin,Counterattack,1,0,0,0,1,1.000,0.000,1.000,5,5.00,5.00,0,1
Scout,Battle Mage,Regular,7,5,0,0,2,1.000,0.000,0.286,32,4.57,4.57,0,2
Scout,Battle Mage,Counterattack,4,3,0,1,0,0.750,0.250,0.000,3,0.75,1.00,0,2
Scout,Cleric,Regular,37,29,0,3,5,0.919,0.081,0.135,210,5.68,6.18,5,2
Scout,Cleric,Counterattack,35,13,11,4,7,0.571,0.114,0.200,25,0.71,1.25,1,2
Scout,Crossbowman,Regular,12,6,0,0,6,1.000,0.000,0.500,90,7.50,7.50,0,2
Scout,Crossbowman,Counterattack,9,5,3,0,1,0.667,0.000,0.111,7,0.78,1.17,0,2
Scout,Fighter,Regular,10,6,0,1,3,0.900,0.100,0.300,23,2.30,2.56,0,6
Scout,Fighter,Counterattack,2,2,0,0,0,1.000,0.000,0.000,2,1.00,1.00,0,2
Scout,Goblin Raider,Regular,7,3,0,1,3,0.857,0.143,0.429,77,11.00,12.83,1,3
Scout,Goblin Raider,Counterattack,7,1,4,0,2,0.429,0.000,0.286,12,1.71,4.00,0,3
Scout,Knight,Regular,10,7,0,0,3,1.000,0.000,0.300,10,1.00,1.00,0,3
Scout,Knight,Counterattack,7,5,1,1,0,0.714,0.143,0.000,5,0.71,1.00,0,3
Scout,Mage,Regular,43,29,0,0,14,1.000,0.000,0.326,273,6.35,6.35,7,3
Scout,Mage,Counterattack,36,18,6,1,11,0.806,0.028,0.306,30,0.83,1.03,0,2
Scout,Marksman,Regular,10,5,0,2,3,0.800,0.200,0.300,105,10.50,13.12,1,3
Scout,Marksman,Counterattack,9,7,1,0,1,0.889,0.000,0.111,24,2.67,3.00,0,2
Scout,Ogre,Regular,24,18,0,0,6,1.000,0.000,0.250,30,1.25,1.25,0,2
Scout,Ogre,Counterattack,18,8,6,0,4,0.667,0.000,0.222,12,0.67,1.00,0,2
Scout,Orc Warrior,Regular,10,6,0,2,2,0.800,0.200,0.200,8,0.80,1.00,0,3
Scout,Orc Warrior,Counterattack,6,4,2,0,0,0.667,0.000,0.000,4,0.67,1.00,0,2
Scout,Paladin,Regular,21,16,0,3,2,0.857,0.143,0.095,25,1.19,1.39,0,8
Scout,Paladin,Counterattack,9,6,3,0,0,0.667,0.000,0.000,6,0.67,1.00,0,4
Scout,Priest,Regular,26,21,0,0,5,1.000,0.000,0.192,188,7.23,7.23,5,2
Scout,Priest,Counterattack,23,10,8,0,5,0.652,0.000,0.217,25,1.09,1.67,1,2
Scout,Ranger,Regular,35,23,0,5,7,0.857,0.143,0.200,207,5.91,6.90,6,2
Scout,Ranger,Counterattack,35,13,8,5,9,0.629,0.143,0.257,28,0.80,1.27,1,2
Scout,Rogue,Regular,6,4,0,1,1,0.833,0.167,0.167,48,8.00,9.60,0,2
Scout,Skeleton Archer,Regular,13,9,0,0,4,1.000,0.000,0.308,190,14.62,14.62,5,2
Scout,Skeleton Archer,Counterattack,13,6,4,1,2,0.615,0.077,0.154,45,3.46,5.62,1,2
Scout,Sorcerer,Regular,34,28,0,1,5,0.971,0.029,0.147,277,8.15,8.39,4,5
Scout,Sorcerer,Counterattack,33,18,7,1,7,0.758,0.030,0.212,45,1.36,1.80,2,4
Scout,Spearman,Regular,1,1,0,0,0,1.000,0.000,0.000,1,1.00,1.00,0,1
Scout,Spearman,Counterattack,1,0,0,1,0,0.000,1.000,0.000,0,0.00,0.00,0,1
Scout,Swordsman,Regular,17,9,0,2,6,0.882,0.118,0.353,99,5.82,6.60,1,7
Scout,Swordsman,Counterattack,7,4,1,0,2,0.857,0.000,0.286,6,0.86,1.00,0,4
Scout,Warlock,Regular,33,22,0,4,7,0.879,0.121,0.212,238,7.21,8.21,9,2
Scout,Warlock,Counterattack,27,14,6,0,7,0.778,0.000,0.259,32,1.19,1.52,0,2
Scout,Warrior,Regular,14,10,0,2,2,0.857,0.143,0.143,25,1.79,2.08,0,4
Scout,Warrior,Counterattack,7,4,2,1,0,0.571,0.143,0.000,4,0.57,1.00,0,3
Scout,Wizard,Regular,27,16,0,3,8,0.889,0.111,0.296,246,9.11,10.25,6,2
Scout,Wizard,Counterattack,24,12,6,1,5,0.708,0.042,0.208,29,1.21,1.71,0,2
Skeleton Archer,Archer,Regular,8,6,0,1,1,0.875,0.125,0.125,167,20.88,23.86,2,2
Skeleton Archer,Archer,Counterattack,8,6,1,0,1,0.875,0.000,0.125,63,7.88,9.00,0,2
Skeleton Archer,Assassin,Regular,8,7,0,1,0,0.875,0.125,0.000,154,19.25,22.00,2,3
Skeleton Archer,Cleric,Regular,16,10,0,3,3,0.812,0.188,0.188,195,12.19,15.00,3,2
Skeleton Archer,Cleric,Counterattack,4,2,1,0,1,0.750,0.000,0.250,7,1.75,2.33,0,2
Skeleton Archer,Crossbowman,Regular,12,10,0,2,0,0.833,0.167,0.000,220,18.33,22.00,5,2
Skeleton Archer,Crossbowman,Counterattack,6,4,0,0,2,1.000,0.000,0.333,62,10.33,10.33,0,1
Skeleton Archer,Fighter,Regular,12,12,0,0,0,1.000,0.000,0.000,228,19.00,19.00,0,2
Skeleton Archer,Fighter,Counterattack,2,1,1,0,0,0.500,0.000,0.000,6,3.00,6.00,1,1
Skeleton Archer,Goblin Raider,Regular,16,10,0,4,2,0.750,0.250,0.125,250,15.62,20.83,0,4
Skeleton Archer,Goblin Raider,Counterattack,6,5,0,1,0,0.833,0.167,0.000,36,6.00,7.20,0,2
Skeleton Archer,Knight,Regular,22,15,0,3,4,0.864,0.136,0.182,291,13.23,15.32,0,6
Skeleton Archer,Knight,Counterattack,10,6,1,1,2,0.800,0.100,0.200,58,5.80,7.25,1,4
Skeleton Archer,Mage,Regular,14,12,0,1,1,0.929,0.071,0.071,210,15.00,16.15,4,2
Skeleton Archer,Mage,Counterattack,18,11,3,3,1,0.667,0.167,0.056,25,1.39,2.08,1,2
Skeleton Archer,Marksman,Regular,8,5,0,0,3,1.000,0.000,0.375,215,26.88,26.88,4,2
Skeleton Archer,Marksman,Counterattack,2,1,0,0,1,1.000,0.000,0.500,23,11.50,11.50,0,1
Skeleton Archer,Ogre,Regular,13,13,0,0,0,1.000,0.000,0.000,244,18.77,18.77,0,4
Skeleton Archer,Ogre,Counterattack,12,6,2,1,3,0.750,0.083,0.250,87,7.25,9.67,0,4
Skeleton Archer,Orc Warrior,Regular,27,24,0,1,2,0.963,0.037,0.074,402,14.89,15.46,5,4
Skeleton Archer,Orc Warrior,Counterattack,17,14,3,0,0,0.824,0.000,0.000,67,3.94,4.79,1,3
Skeleton Archer,Paladin,Regular,20,9,0,2,9,0.900,0.100,0.450,394,19.70,21.89,5,8
Skeleton Archer,Paladin,Counterattack,13,9,2,0,2,0.846,0.000,0.154,44,3.38,4.00,0,4
Skeleton Archer,Priest,Regular,22,13,0,4,5,0.818,0.182,0.227,277,12.59,15.39,4,5
Skeleton Archer,Priest,Counterattack,8,5,3,0,0,0.625,0.000,0.000,11,1.38,2.20,0,4
Skeleton Archer,Ranger,Regular,12,7,0,4,1,0.667,0.333,0.083,151,12.58,18.88,2,2
Skeleton Archer,Ranger,Counterattack,6,3,1,1,1,0.667,0.167,0.167,30,5.00,7.50,0,1
